jgi_spid	GOLD_BIOSAMPLE_ID	LATITUDE	LONGITUDE	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	HABITAT	GOLD_STUDY_ID	STUDY_NAME	ANALYSIS_PROJECT_TYPE	ANALYSIS_PROJECT_NAME_FULL	ANTHROPOGENIC_PERTURBATION_1	ANTHROPOGENIC_PERTURBATION_2	GEOTHERMAL_ENVIRONMENT	HYDROCARBON_ENVIRONMENT	EUKARYOTIC	VIRAL	DESCRIPTION	EMPO_1	EMPO_2	EMPO_3
1004556	Gb0053807	-25.49	-179.52	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Pacific Ocean - MP1493 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004559	Gb0054668	-28.41	179.14	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Pacific Ocean - MP1483 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004562	Gb0054767	-28.41	179.14	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Pacific Ocean - MP1482 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004568	Gb0054678	-38.64	150.41	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from South of Eden; South Pacific Ocean - MP1434 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004571	Gb0054357	-39.23	135.19	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP1374 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004580	Gb0054508	-31.16	110.18	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP1241 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004583	Gb0054730	-30.33	103.31	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP1202 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004586	Gb0054499	-30.33	103.31	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP1201 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004589	Gb0054679	-29.65	92.99	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP1141 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004595	Gb0054791	-29.81	82.62	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP1092 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004598	Gb0054042	-29.81	82.62	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP1091 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004601	Gb0054435	-27.98	63.25	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP0960 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004604	Gb0054065	-27.98	63.25	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP0959 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004607	Gb0054761	-33.55	39.89	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP0901 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004610	Gb0053870	-33.55	39.89	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Indian Ocean - MP0900 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004613	Gb0053865	-32.81	12.77	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0759 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004616	Gb0054789	-32.81	12.77	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0758 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004619	Gb0054069	-31.81	6.84	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0740 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004625	Gb0054575	-28.62	-11.8	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0627 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004628	Gb0054681	-28.62	-11.8	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0626 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004631	Gb0054820	-26.91	-21.43	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0556 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004634	Gb0054073	-26.91	-21.43	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0555 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004637	Gb0054131	-22.97	-36.95	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0441 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004640	Gb0054618	-22.97	-36.95	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0440 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004643	Gb0054765	-15.83	-33.41	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0372 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004646	Gb0053872	-15.83	-33.41	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0371 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004649	Gb0054659	-9.12	-30.19	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0327 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004652	Gb0054020	-9.12	-30.19	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0326 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004655	Gb0054753	-3.03	-27.33	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0262 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004658	Gb0054585	-3.03	-27.33	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0261 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004661	Gb0054500	7.33	-26	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0204 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004664	Gb0054677	7.33	-26	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0203 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004667	Gb0054787	14.52	-26	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0145 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004670	Gb0054474	14.52	-26	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0144 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004673	Gb0054432	21.51	-23.45	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0104 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Deep seawater sample	Free-living	Saline	Water (saline)
1004676	Gb0053827	21.51	-23.45	Environmental	Aquatic	Marine	Deep ocean	Gs0053074	Deep ocean microbial communities from the Global Malaspina Expedition	Metagenome Analysis	Marine microbial communities from the Deep Atlantic Ocean - MP0103 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1006501	Gb0054516	39.53	-107.78	Environmental	Aquatic	Freshwater	Contaminated groundwater	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Contaminated groundwater microbial communities from Rifle; Colorado; USA - Rifle Groundwater A1 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	groundwater filter	Free-living	Non-saline	Subsurface (non-saline)
1006507	Gb0054845	39.53	-107.78	Environmental	Aquatic	Freshwater	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - Groundwater B1	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1006513	Gb0054701	39.53	-107.78	Environmental	Aquatic	Freshwater	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - Groundwater C1	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1006519	Gb0054700	39.55	-107.97	Environmental	Aquatic	Freshwater	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - Groundwater D1	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1006528	Gb0054404	39.53	-107.78	Environmental	Aquatic	Freshwater	Groundwater	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Groundwater microbial communities from Rifle; Colorado - Groundwater E2 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Groundwater microbial communities from Rifle Colorado; well E2	Free-living	Non-saline	Subsurface (non-saline)
1006531	Gb0054403	39.53	-107.78	Environmental	Aquatic	Freshwater	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - Groundwater F1	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1006661	Gb0054388	41.77	-81.73	Environmental	Aquatic	Freshwater	Freshwater and sediment	Gs0053068	Freshwater and sediment microbial communities from a dead zone in Lake Erie; USA	Metagenome Analysis	Freshwater microbial communities from dead zone in Lake Erie; Canada - CCB epilimnion July 2011 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1006664	Gb0054751	41.77	-81.73	Environmental	Aquatic	Freshwater	Freshwater and sediment	Gs0053068	Freshwater and sediment microbial communities from a dead zone in Lake Erie; USA	Metagenome Analysis	Freshwater microbial communities from dead zone in Lake Erie; Canada - CCB hypolimnion July 2011 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Water (non-saline)
1008424	Gb0054799	39.53	-107.78	Environmental	Terrestrial	Soil	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - sediment 10ft 1	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1008427	Gb0054350	39.53	-107.78	Environmental	Terrestrial	Soil	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - sediment 10ft 2	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1008430	Gb0054774	39.53	-107.78	Environmental	Terrestrial	Soil	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - sediment 13ft 1	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1008433	Gb0054640	39.53	-107.78	Environmental	Terrestrial	Soil	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - sediment 13ft 2 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	soil microbial communities from Rifle Colorado; sediment ftom 13ft	Free-living	Non-saline	Subsurface (non-saline)
1008436	Gb0054773	39.53	-107.78	Environmental	Terrestrial	Soil	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - sediment 13ft 3 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	soil; sediment ftom 13ft	Free-living	Non-saline	Subsurface (non-saline)
1008439	Gb0054798	39.53	-107.78	Environmental	Terrestrial	Soil	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - sediment 13ft 4	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1008442	Gb0054289	39.53	-107.78	Environmental	Terrestrial	Soil	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - sediment 16ft 1	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
1008445	Gb0054772	39.53	-107.78	Environmental	Terrestrial	Soil	Soil	Gs0053054	Soil microbial communities from Rifle; Colorado; USA	Metagenome Analysis	Soil microbial communities from Rifle; Colorado; USA - sediment 16ft 2	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Subsurface (non-saline)
